datetime_execution,seconds_taken,number_of_tables_extracted
2023-08-23 00:02:08,1.2718982696533203,2
2023-08-23 00:02:11,3.0887060165405273,181
2023-08-23 00:02:14,3.3504300117492676,181
2023-08-23 00:02:14,0.1987001895904541,2
2023-08-23 00:02:17,2.8117430210113525,30
2023-08-23 00:02:20,3.032538890838623,107
2023-08-23 00:02:23,2.8562638759613037,137
2023-08-23 00:02:25,2.024569272994995,108
2023-08-23 00:02:32,6.698613882064819,313
2023-08-23 00:02:33,1.0149521827697754,2
2023-08-23 00:02:35,1.9442298412322998,23
2023-08-23 00:02:35,0.12858104705810547,2
2023-08-23 00:02:39,3.6929900646209717,212
2023-08-23 00:02:40,1.0227391719818115,23
2023-08-23 00:02:40,0.15978002548217773,1
