datetime_execution,seconds_taken,number_of_tables_extracted
2023-08-22 23:47:31,0.41413402557373047,2
2023-08-22 23:47:33,1.205284833908081,181
2023-08-22 23:47:34,1.1093471050262451,181
2023-08-22 23:47:34,0.07453489303588867,2
2023-08-22 23:47:35,0.8399310111999512,30
2023-08-22 23:47:35,0.5826072692871094,107
2023-08-22 23:47:36,0.7774209976196289,137
2023-08-22 23:47:37,0.6279170513153076,108
2023-08-22 23:47:39,2.3386359214782715,313
2023-08-22 23:47:39,0.43253207206726074,2
2023-08-22 23:47:40,0.8688669204711914,23
2023-08-22 23:47:40,0.06942224502563477,2
2023-08-22 23:47:42,1.4478447437286377,212
2023-08-22 23:47:42,0.2795541286468506,23
2023-08-22 23:47:42,0.045928239822387695,1
